rank,title,synopsis,cover_image_url,rating,chapters,published_date,tags,link
38,A Stepmother's Märchen,"It is a mystery why the late Marquess Johannes von Neuschwanstein decided to marry a 16-year-old girl barely older than his eldest child. Whatever the reason, Shuli is left to shoulder heavy responsibilities as marchioness after his death. On top of the responsibility to manage a prestigious household with close ties to the empire's royal family, she becomes stepmother to four children who deeply mistrust her.For seven years, Shuli dedicates herself to raising the children well and safeguarding the family fortune. She believes she only has to wait until her son Jeremy will take over as head of the family—then she can live freely. However, on the long-awaited day of his wedding, she is caught up in a tragic accident.When Shuli next opens her eyes, she finds herself in the past, hours before Johannes' funeral. Although uncertain why she has been granted a second chance at life, this time she is determined to build relationships with the children as well as allow for her own happiness.",https://cdn.myanimelist.net/images/manga/2/236778.jpg,8.25,Unknown,"Jul  4, 2019 to ?","Drama, Fantasy, Romance, Time Travel",https://myanimelist.net/manga/131008/A_Stepmothers_Märchen
39,The Extra's Academy Survival Guide,"Ed Rothstaylor is a third-rate villain in a game, disowned by his family and kicked out of the dormitory for his misdeeds. One day, our main character wakes up as this very Ed, and realizes he must earn a scholarship so he can graduate and be set for life. Now living in the woods, he resolves to keep away from the protagonists, but four of the female leads just won't leave him alone. Not only that, his presence starts to change the timeline and events of the game! Can Ed help the story progress while staying out of the limelight?(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/2/296379.jpg,8.24,Unknown,"Dec  28, 2023 to ?","Action, Fantasy, Isekai, School",https://myanimelist.net/manga/166865/The_Extras_Academy_Survival_Guide
40,Murderous Lewellyn's Candlelit Dinner,"The apartment complex on the infamous Ira Street is a last resort for those fortunate enough to scrape together a few pennies. People deal with poverty and violence daily, and now a string of murders has solidified fear into their bones. Shavonne, an aspiring young writer, is no exception: he struggles to hold a job, his love life is in shambles, and it seems like he even has a stalker. But the bleakness of his days changes when he meets his next-door neighbor, Lewellyn.Lewellyn is charming and undoubtedly handsome, but he is rather eccentric. Day after day, he sits on the staircase and peels onions, and his wealth is too suspicious for an Ira Street resident. Despite the warning signs, Shavonne accepts a dinner invitation from Lewellyn. However, during the candlelit dinner, Shavonne stumbles upon a mutilated corpse—later discovered as evidence of the Ira Street murderer's latest crime.As Shavonne tiptoes around Lewellyn trying to save his own skin, strange things begin to happen, and he wonders if Lewellyn is his enemy or the only one truly on his side.",https://cdn.myanimelist.net/images/manga/3/287569.jpg,8.24,48,"Jun  25, 2020 to Feb  24, 2022","Boys Love, Suspense, Historical",https://myanimelist.net/manga/162158/Murderous_Lewellyns_Candlelit_Dinner
41,King's Maker,"Five years after the mysterious disappearance of the nation's fourth prince, a statement is issued, demanding that any boy found using his name is reported to the authorities. Thus, a manhunt begins for those named Wolfgang.Wolfgang Goldenleonard is well aware of his identity, and he knows that the authorities are still looking for him. He also knows that they mean to end his life. In hiding since the death of his mother, the prince has fostered a bond with the orphans of the streets. However, after threats to them are made, Wolfgang is forced to reveal himself. With his identity publicly revealed, Wolfgang is taken to the home of his tyrannical father.At his father's palace, Wolfgang retains his hatred for the man who gave him life. He refuses to behave as befitting of a Goldenleonard prince and breaks every rule he possibly can. He is often reminded that he is never to covet the king's possessions, but through his rebellious spirit and fiery nature, he has already caught the eyes of the king's favorite catamite, Shin Soohyuk.Shin sees Wolfgang as a force for change, the spark that may just light the fires of rebellion. And with the promise of granting Shin's freedom, Wolfgang agrees to become his pawn.",https://cdn.myanimelist.net/images/manga/2/222761.jpg,8.23,38,"Apr  25, 2017 to Nov  14, 2017","Boys Love, Drama, Fantasy",https://myanimelist.net/manga/113555/Kings_Maker
42,Semantic Error,"Chu Sangwoo, a computer science student, is an uncompromising creature of habit who follows a meticulously organized schedule, drinks the same coffee every day, and sits in the same spot in each class. Tasked with doing a group assignment alongside freeloaders, Sangwoo decides that it is only logical not to credit them. However, his strict treatment causes his popular senior Jang Jaeyoung to lose the opportunity to graduate and study abroad. Seeing as he did nothing wrong, Sangwoo avoids Jaeyoung's constant phone calls.As fate would have it, the two men meet when Sangwoo needs a new graphic designer for the 2D game he is making. Jaeyoung is known for his charming personality, but he actually hides a hot temper. Despite his unchanging situation, Jaeyoung cannot stand Sangwoo's apathetic attitude and decides to get revenge by interrupting everything Sangwoo spent years carefully planning. Sangwoo tries his best to keep his calm, but Jaeyoung's presence and attractive smile may prove to be more than just a bug in his perfectly coded life.",https://cdn.myanimelist.net/images/manga/1/259484.jpg,8.23,95,"Jul  27, 2020 to Oct  27, 2023",Boys Love,https://myanimelist.net/manga/146798/Semantic_Error
43,Romance 101,"University student Jung Bareum always has her days planned. She lives her life to its fullest efficiency and carries out her aims without fail. But while her rigid lifestyle pays off, she lacks one thing: romance! When asked about relationships, Bareum uses her busy schedule as an excuse. However, once Shin Jaehyun, her handsome schoolmate, enters her life, Bareum has a chance to get on track with dating.Bareum joins Jaehyun's small programming club spontaneously in hopes of seeing him more frequently. However, her path to achieving love is not all moonlight and roses. She crosses paths with Na Yuyeon, a fellow club member who likes online games and tends to be late to class. Just by comparing their ways of living, Bareum believes the two will not find any compatibility. But despite being polar opposites, there may lie something special underneath. How can Bareum juggle her schedule, romance, and annoyances?",https://cdn.myanimelist.net/images/manga/3/238367.jpg,8.2,152,"Mar  12, 2018 to May  25, 2021","Comedy, Romance, School",https://myanimelist.net/manga/131799/Romance_101
44,See You in My 19th Life,"Jieum Ban has an extraordinary ability: she can remember the memories of all her past lives. After her previous life is cut short by a tragic accident, she sets out to reconnect with the people of her past life in her current one. Will memories of her 18th life sabotage romance in her 19th? Or will love endure across different lives?(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/2/260198.jpg,8.2,114,"Jun  5, 2020 to Sep  24, 2022","Romance, Reincarnation",https://myanimelist.net/manga/147062/See_You_in_My_19th_Life
45,Debut or Die!,"Falling drunk after failing the civil service exam again, Ryu Gunwoo is shocked to wake up in a motel with an unfamiliar appearance. Somehow, not only is he inhabiting the body of Park Moondae—a 20-year-old orphan who took his own life—but he has also regressed three years into the past. Furthermore, he is unable to find information about his original body anywhere.Recovering from his surprise, Moondae wonders if his present situation is similar to the action fantasy novels he knows of. To test his theory, he calls for a status window, which actually appears, albeit bearing the worst news possible: ""Debut or Die."" Unless he debuts as an idol within a year, he will perish.To avoid his deadly fate, Moondae must secure a spot on the idol survival show Idol Inc. and improve his abilities to the maximum. Due to his past job as a paparazzo, at least Moondae has some insight into the idol experience. However, one wrong step could put his future career—and entire existence—in jeopardy.",https://cdn.myanimelist.net/images/manga/3/267990.jpg,8.2,Unknown,"Aug  1, 2022 to ?","Drama, Idols (Male), Psychological, Reincarnation, Time Travel",https://myanimelist.net/manga/151061/Debut_or_Die
46,Cheese in the Trap Season 4,Final season ofCheese in the Trap.,https://cdn.myanimelist.net/images/manga/2/204021.jpg,8.19,29,"Sep  2, 2015 to Mar  29, 2017","Comedy, Mystery, Romance, Slice of Life, School",https://myanimelist.net/manga/111211/Cheese_in_the_Trap_Season_4
47,Why Raeliana Ended Up at the Duke's Mansion,"When Park Eunha dies in modern-day Korea, she awakens in the body of Raeliana McMillan, the eldest daughter of a nouveaux riche baron. However, this is no ordinary world; it's the exact same one as a novel she once read. Beloved by her family, it would seem as though she is in a fairy tale. But Raeliana is far from the main character—she is a mere plot device, whose murder at the hands of her fiancé instigates the entire story.Raeliana has no intention to accept her fate quietly. She sets her eyes on someone in a position of great power—the vieux riche male protagonist Duke Noah Volstaire Wynknight—aiming to completely change the original story. Using her knowledge of future events, Raeliana offers information to Noah on the condition that he acts as her fake fiancé, but the Duke's two-faced nature throws a wrench in her plans!",https://cdn.myanimelist.net/images/manga/1/275996.jpg,8.19,27,"Sep  3, 2017 to Mar  22, 2021","Fantasy, Romance, Isekai, Reincarnation",https://myanimelist.net/manga/118646/Why_Raeliana_Ended_Up_at_the_Dukes_Mansion
48,Cheese in the Trap Season 3,Third season ofCheese in the Trap.,https://cdn.myanimelist.net/images/manga/3/204020.jpg,8.18,37,"Jan  9, 2013 to Aug  26, 2015","Comedy, Mystery, Romance, Slice of Life, School",https://myanimelist.net/manga/107875/Cheese_in_the_Trap_Season_3
49,Can't See Can't Hear But Love,"Min Geun Soo, a manhwa artist, lives with his special-needs mother who seems to suffer from an intellectual disability and cannot perform the most basic of activities, such as using the toilet or even brushing her teeth. He draws day and night to support them, working himself ragged and straining his eyes in the process. However, one unfortunate day, he completely loses his eyesight. The future seems bleak for a manhwa artist who can no longer draw.All seems to be going downhill, when one day, he meets Jeon So Ri. So Ri is a deaf girl, and happens to be in love with Geun Soo's work. Thus begins a love story between a deaf woman and a blind man about finding the strength and will to live despite numerous trials.",https://cdn.myanimelist.net/images/manga/2/63873.jpg,8.16,83,"Oct  18, 2010 to Aug  22, 2011","Drama, Romance",https://myanimelist.net/manga/35171/Cant_See_Cant_Hear_But_Love
50,Trapped,"Chae-a Han and Yunsu Park may be perfect angels at church, but Chae-a is really a foul-mouthed ex-convict, and Yunsu is... a vampire? When Yunsu blackmails Chae-a with a murder she didn't commit, she begins searching for ways to escape the situation until the perfect opportunity presents itself. With Yunsu's life now at her mercy, the two begin a life-or-death game of cat and mouse, only to find themselves falling deeper and deeper into each other's traps...(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/2/265222.jpg,8.16,203,"Sep  2, 2019 to May  20, 2024","Romance, Suspense, Psychological",https://myanimelist.net/manga/149090/Trapped
51,Star Ginseng Store,"The main character, Ji Suwon, is an ordinary teenager with no special characteristics other than being good at drawing. One day, while attending an academy, he fell in love for the first time when he saw Kim Harang, the female student sitting next to him. However, upon finding out she already had a boyfriend, Suwon fell into despair and swore to live an ordinary high school life. However, one day, while walking down the school hallway, he meets Seol Hyorim, the school's beauty, and falls in love once again...(Source: Namu wiki, translated)",https://cdn.myanimelist.net/images/manga/3/301075.jpg,8.16,Unknown,"Dec  6, 2019 to ?","Comedy, Drama, Romance, School",https://myanimelist.net/manga/166817/Star_Ginseng_Store
52,Nano Machine,"Nanotechnology meets martial arts at the Mashin Academy. Yeo-un's mother may not be one of the High Priest's six official wives, but his father's blood still qualifies him for a chance at the position of Minor Priest. Will a mysterious nanomachine injection from a future descendent help Yeo-un in this fierce competition against his powerful half-siblings?(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/1/262455.jpg,8.15,Unknown,"Jun  10, 2020 to ?","Action, Adventure, Fantasy, Sci-Fi, Martial Arts",https://myanimelist.net/manga/147863/Nano_Machine
53,Killer Crush,"A killer must be prepared to put on the perfect act for their assassination to be successful. They must be exceptionally meticulous when erasing any trace of evidence, and they must absolutely never be caught. These are some of the simple rules that Joo Taeman has followed for 14 years, never allowing his emotions to interfere.Meanwhile, the famous actor Kang Dahyeok, nicknamed the ""Heart Assassin"" due to his attractive looks and dreamy eyes, is a huge fan of gritty film noirs. He has always dreamt of starring in something with an edge, but he keeps getting stuck with swoony romantic dramas. After witnessing Taeman's ability to effortlessly switch from a scowl to a smile, Dahyeok is determined to befriend him and learn the trick. However, Taeman falls for Dahyeok at first sight, facing a dangerous challenge: how to separate his high-risk profession and this deadly, killer crush!",https://cdn.myanimelist.net/images/manga/1/265797.jpg,8.15,16,"Sep  2, 2021 to Aug  30, 2024","Boys Love, Comedy, Adult Cast, Organized Crime",https://myanimelist.net/manga/148245/Killer_Crush
54,Your Letter,"Lee Sori, a polite and righteous girl, attends a middle school plagued with bullying. Enraged by the tragic effects it has had on her friend Kim Julie, she decides to take a stand against the bullying. Unfortunately, this only leads the bullies to switch their target to Sori.Believing a new environment would rid her of the hopeless situation, Sori returns to the city she used to live in and transfers schools. However, the traumatizing experiences that constantly haunt Sori's memory cause her to alienate herself from everyone else.Just as the grim reality of Sori's circumstances begin to set in, she discovers a mysterious letter taped under her desk. While the contents of the letter intrigue her, they only lead her to another letter. Now following a seemingly endless trail of messages, Sori is on a scavenger hunt to find the true purpose of these letters and the anonymous person behind it all.",https://cdn.myanimelist.net/images/manga/2/222246.jpg,8.14,11,"Aug  11, 2018 to Oct  13, 2018","Adventure, Drama, Mystery, School",https://myanimelist.net/manga/120875/Your_Letter
55,Something About Us,"They consider themselves the best of friends. Others seem to think otherwise. There's something about their relationship that's hard to describe. What will become of these two ""friends?""(Source: Lezhin Entertainment)",https://cdn.myanimelist.net/images/manga/3/189603.jpg,8.14,101,"Oct  1, 2014 to Oct  19, 2016","Romance, School",https://myanimelist.net/manga/96573/Something_About_Us
56,The Crown Princess Scandal,"Victimized by her little sister's trick, Hwa-yeong heads to the imperial palace to participate in the crown princess selection process. Now she'll have to put up with... six months of palace stay?! No way! As a last resort, Hwa-yeong tries to do everything wrong to get disqualified and sent home early but instead finds herself in the royals' favor. What's worse, coincidence keeps bringing Shin-yeong, the Crown Prince, in her way, and now things are becoming more intense and personal for both of them.""You wish to get kicked out now? I'll do everything in my power to see the opposite happen!"" Will Hwa-yeong see her way through these obstacles and return home before six months?(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/1/287356.jpg,8.14,89,"Oct  29, 2021 to Dec  16, 2023","Fantasy, Romance",https://myanimelist.net/manga/162043/The_Crown_Princess_Scandal
57,Navillera: Like a Butterfly,"After the funeral of an old friend, Dukchul Shim resolves to pursue something he had always wanted to try: ballet. Much to the surprise (and maybe~ horror) of his wife, children, and other acquaintances, this 70-year-old throws himself into following his heart and his passion. With the help of his young instructor Chaerok and others hoping for their own ambitions to take flight, Dukchul shows the importance and joy of pursuing one's dream... even in the face of hardships and our own mortality.(Source: Tapas)",https://cdn.myanimelist.net/images/manga/1/206101.jpg,8.13,31,"Jul  26, 2016 to Oct  31, 2017","Drama, Performing Arts",https://myanimelist.net/manga/112245/Navillera__Like_a_Butterfly
58,Heesu in Class 2,"Heesu's world revolves around Chanyoung, his best friend and secret crush. He doesn't mind cheering Chanyoung from the sidelines or listening to all his girl problems. He doesn't care if people only know him as ""Chanyoung's friend."" Then one day, Heesu starts hearing his name everywhere. On the bus, in the halls, during lunch... Turns out, there's a rumor going around school (Got a love problem? Find Heesu in Class 2 and he'll tell you what to do!) and with that, Heesu suddenly finds himself the center of attention. But how could he give anyone advice? He doesn't even know what to do about his own crush!(Source: Lezhin Comics)",https://cdn.myanimelist.net/images/manga/3/239496.jpg,8.13,81,"Nov  15, 2017 to Jun  26, 2019","Boys Love, School",https://myanimelist.net/manga/127332/Heesu_in_Class_2
59,Your Throne,"Cunning and ruthless, Lady Medea Solon has only had one goal in her life: to become the princess of the Vasilios Empire by marrying Crown Prince Eros Orna Vasilios. However, Medea's ambitious scheme collapses when the crown prince chooses naive Psyche Callista as his fiancée instead of her. As a result, she resolves to remove Psyche by any means necessary and secure her place on the throne.However, not all goes according to her plan. At the Yearly Prayer held in the Temple, Medea confronts Psyche and her ignorance toward possessing unfathomable authority. In an instant, Medea falls into a seemingly bottomless fountain, unable to reach the surface. Believing that God is responsible, she prays to be the one who rules the empire.The deity grants Medea's wish at the cost of exchanging bodies with Psyche, a twist of fate that may reveal more than what meets the eye.",https://cdn.myanimelist.net/images/manga/1/236523.jpg,8.13,Unknown,"Jan  6, 2020 to ?","Drama, Fantasy, Romance",https://myanimelist.net/manga/130832/Your_Throne
60,The Stellar Swordmaster,"The so-called ""Lighthouse of the North,"" the prosperous trading town of Schoarra, hides a dark underbelly: seedy slums ruled by five ruthless crime bosses. When streetwise orphan Vlad finds the brothel he works for decimated by a disgraced knight, he turns to the path of the blade, pledging himself to the pursuit of power by sword. Blessed with the ability to seek wisdom from his sentient sword, Vlad embarks upon a journey of growth and peril as swordsman in service to the powerful House Vayezid.(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/2/289345.jpg,8.13,Unknown,"Sep  19, 2023 to ?","Action, Fantasy",https://myanimelist.net/manga/163116/The_Stellar_Swordmaster
61,Roxana,"The Abysmal Flower tells a tragic tale of romance. The heroine, Sylvia Pedelian, is at the heart of a gory and erotic reverse harem story about her revenge for the disappearance of her brother, Cassis. When a Korean student suddenly awakens in the world of the novel, she realizes she has become the ill-fated Roxana—a villainous daughter of the Agreces, the Pedelians' sworn enemies. As it is her father, Lante, who captures and abuses Cassis, Roxana devises a plan befitting the wickedness of her family name to save Cassis and, consequently, herself.The Agrece castle is an unforgiving realm of betrayal, violence, and bloodshed. Over the years, Roxana has watched her father and half-siblings commit unspeakable atrocities, waiting for the day she can finally meet the shackled and battered Cassis. After Roxana shows rare interest in personally torturing and disciplining a prisoner, she is given the opportunity to secretly nurture the apprehensive Cassis back to health. Witnessing the lengths that Roxana goes to for his sake—at the expense of her own physical and mental wellbeing—Cassis resolves to one day return the favor.",https://cdn.myanimelist.net/images/manga/2/261513.jpg,8.12,43,"Jan  31, 2021 to Aug  29, 2022","Drama, Fantasy, Romance, Psychological, Villainess",https://myanimelist.net/manga/147454/Roxana
62,Our Secret Alliance,"While Kim Jaeha and Yun Se-i were childhood friends, they started to drift apart as they grew older. Due to strict parents who set extreme restrictions, the two have formed a secret alliance where they act like best friends in front of their parents, but become total strangers when out of their sight. Nonetheless, Jaeha secretly harbors feelings for Se-i.Soon, Jaeha and Se-i face difficulties when Se-i's mother asks them to perform a song together as a couple at her second wedding. The pair hesitantly decides to humor the request, only to end up in more complicated situations. However, all of these troubles are advantageous to Jaeha as he tries to make Se-i reciprocate his feelings.",https://cdn.myanimelist.net/images/manga/3/261805.jpg,8.12,75,"Jan  18, 2022 to May  30, 2023",Romance,https://myanimelist.net/manga/147582/Our_Secret_Alliance
63,Vagrant Soldier Ares,"The story takes place in an era similar to that of ancient Rome in a country called Chronos. It follows a group known as the Temple Mercenaries. In particular, the manhwa is about Ares, Michael and Baroona, three young warriors with mysterious pasts and surpassing skills...(Source: MU)",https://cdn.myanimelist.net/images/manga/4/13177.jpg,8.12,207,2001 to  2007,"Action, Adventure, Drama",https://myanimelist.net/manga/1076/Vagrant_Soldier_Ares
64,Muse on Fame,"Meet Myeong, a struggling actress who spends her days auditioning for small roles and cleaning houses on the side to make ends meet. She's always had a burning passion for acting, but the road to stardom has been anything but easy. Despite her relentless efforts, Myeong remains relatively unknown in the industry.Ironically, Myeong's name means fame, which only adds to the frustration of her current situation. But one day, while wandering through the city, she stumbles upon a photo exhibition featuring stunning images of her younger self, captured by a mysterious photographer.As she gazes at the pictures, Myeong is transported back to a time when she was filled with hope and optimism. Seeing herself through the lens of another's perspective ignites a new fire within her. Could this photographer be the key to unlocking her potential and finally achieving the fame she was destined for?With newfound determination, Myeong sets out to find the photographer and learn more about the person behind the camera. As they begin to collaborate, sparks fly and Myeong begins to see herself in a whole new light. Will she be able to capture the attention of the industry as this photographer's muse? Only time will tell, but Myeong is ready to take on the challenge and prove that she's meant for greatness.",https://cdn.myanimelist.net/images/manga/2/279732.jpg,8.11,96,"Oct  19, 2022 to Aug  7, 2024","Drama, Adult Cast, Showbiz",https://myanimelist.net/manga/157571/Muse_on_Fame
65,Surviving Romance,"Sighs of awe follow Eun Chaerin wherever she goes, as expected for the perfect protagonist of a run-of-the-mill romance novel. She was once the novel's reader in the real world, and now she has the opportunity to live it herself and have her storybook ending with the male lead, Yu Jeha. But everything goes south on the day Jeha is supposed to confess his feelings, for he turns into a disfigured zombie and bites Chaerin.Instead of dying, Chaerin is forced to relive the same day, trapped in the loop of a bizarre zombie outbreak, unable to save Jeha. She desperately clings to him, as he is the only person she can see—all the background characters appear as nothing more than dark silhouettes to her. After almost four hundred repetitions, something unprecedented happens: a formless classmate pulls Chaerin to safety, and she catches a glimpse of their true appearance before dying again.The possibility of unlocking and revealing the extra characters fills Chaerin with new vigor. If she forgets about saving Jeha and focuses on finding this unknown extra in her next regression, she may be able to reach her happy ending after all.",https://cdn.myanimelist.net/images/manga/2/261160.jpg,8.1,101,"Jan  14, 2021 to Jun  10, 2023","Horror, Suspense, School, Survival",https://myanimelist.net/manga/147276/Surviving_Romance
66,Winter Woods,A few thousand years has passed since an alchemist created Winter. He is now living with Jane learning what it means to be alive as a human.(Source: LINE Webtoon),https://cdn.myanimelist.net/images/manga/3/208547.jpg,8.1,55,"Jul  13, 2014 to Jan  29, 2017","Fantasy, Horror, Mystery, Romance",https://myanimelist.net/manga/113671/Winter_Woods
67,Witch of Mine,"In these times, if you're too good or bad at something or simply too beautiful, you're called a witch. Up against twists of fate and time, an outcast young boy and a mysterious witch will need more than just magic spells and incantations; they'll need each other.(Source: Tappytoon)",https://cdn.myanimelist.net/images/manga/3/228265.jpg,8.1,Unknown,"Aug  25, 2015 to Feb  3, 2018","Drama, Fantasy, Romance",https://myanimelist.net/manga/120318/Witch_of_Mine
68,Mystical,"Garam has always loved to draw, but his dreams of being an artist have been on hold ever since his mother passed away. Wanting to become more independent and focus on his art, he moves into his grandmother's empty house by the ocean. There, he meets his greatest muse: a mystical water creature with no memories of her past. Now it's up to Garam to help her uncover what she has forgotten.(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/2/244674.jpg,8.1,93,"Feb  19, 2020 to Mar  24, 2022","Drama, Romance, Supernatural",https://myanimelist.net/manga/134612/Mystical
69,Cheese in the Trap Season 2,Second season ofCheese in the Trap.,https://cdn.myanimelist.net/images/manga/3/196625.jpg,8.1,38,"Jun  15, 2011 to Oct  17, 2012","Comedy, Mystery, Romance, Slice of Life, School",https://myanimelist.net/manga/107417/Cheese_in_the_Trap_Season_2
70,Let Dai,"Is this desire for freedom the very thing that entrapped us.Let Dai is a tragic tale of forbidden love and unforgivable betrayal. Set in a soulless neo-Seoul ruled by young punks and pleasure seekers, an amoral teenager named Dai is the living embodiment of the city's beauty and cruelty. As the leader of the vicious Furies gang, Dai seduces everyone who lays eyes on him, only to blind them to his own barbaric nature. When an honest schoolboy named Jaehee rescues a beautiful girl from being mugged by the Furies, he can't possibly realize how this brief encounter will plunge him into a downward spiral of unbridled passion and unfathomable pain. From his brutal gang initiation to an unspeakable act committed against his girlfriend, Jaehee wavers uncomfortably between revulsion and fascination. And in Dai he finds a tender, caring friend one moment and a heartless sociopath the next, awakening strange and unhealthy desires in Jaehee that he could never before have imagined.(Source: Netcomics)",https://cdn.myanimelist.net/images/manga/5/30132.jpg,8.1,75,1995 to  2005,"Boys Love, Drama, Delinquents, Psychological, School",https://myanimelist.net/manga/1033/Let_Dai
71,Noblesse,"Within an abandoned building in South Korea lies a white coffin, from which rises Cadis Etrama Di Raizel ""Rai""—an unimaginably beautiful, dignified, and noble man. Awakening in this unknown time, Rai must seek out someone he can trust—his loyal companion, Frankenstein. To begin with, Rai attempts to blend into human society by transforming his old-fashioned clothing into the pristine blazer of the nearby Ye Ran High School. As it turns out, the principal of the school is his servant Frankenstein.After slumbering for the past 820 years, Rai requires Frankenstein's help to adapt to the current age, so Frankenstein enrolls him as a new student in order to help him understand modern society and experience a normal life. Frankenstein's plans, however, soon go awry not only because of the problems stemming from modern society, but also unresolved conflicts from him and his master's troubled past. Left with no other choice, Rai must resort to using his mysterious power to protect those he holds dear.",https://cdn.myanimelist.net/images/manga/3/51307.jpg,8.09,544,"Dec  30, 2007 to Jan  7, 2019","Action, Adventure, Comedy, Supernatural, School",https://myanimelist.net/manga/29983/Noblesse
72,Merry Marbling,"Ian is seemingly the perfect student—kind, trustworthy, and handsome to boot, he became known as ""the Angel of Christmas"" thanks to an innocent act of kindness from when he was a child. So when Yugun returns to school after an extended sick leave, no one is surprised when Ian is there to help him get through the day. Thanks to Ian's cherubic persona, Yugun thinks he can trust him—that is, until he overhears a conversation between the boy and his mother that reveals it was all a plan to maintain Ian's image. Incensed at the betrayal, Yugun confronts Ian and threatens to reveal his true colors to everyone. However, Ian's unexpected response confuses Yugun even more: ""Go ahead. But whatever happens after is not my responsibility."" After all, who could hate the supposed ""Angel of Christmas?"" Will the two remain like oil and water? Or will they learn to blend together to create something more beautiful than either of them could have ever imagined?(Source: Lezhin Entertainment)",https://cdn.myanimelist.net/images/manga/1/289300.jpg,8.08,Unknown,"Aug  10, 2022 to ?","Boys Love, School",https://myanimelist.net/manga/159718/Merry_Marbling
73,Secret Lady,"From her miserable previous life as Yoon Seolwoo in Korea, 26-year-old Rosentine Arzen carried over the frightening ability to see ghosts. Her otherworldly power alienated her from her family and peers, and she struggled with every breath. After her rebirth, Rosentine hid her gift like a curse. Now a noble lady, Rosentine is blessed with caring parents and an adorable younger sister, and she would never endanger the people who endlessly shower her with unconditional love.Although Rosentine conceals her sixth sense from living humans, her secret was once discovered by the spirit of a young man named Ranon. He taught her how to control the ghosts—and thanks to that, she learns of a current assassination plot against Prince Charteris Kartazen. Rosentine might have only briefly met the prince before, but she cannot let him die—lest the political schemes destroy the country—if she has the means to prevent it. Disguising herself as a poor sorceress, Rosentine convinces Charteris to allow her to investigate and save his life. However, not even ghosts are omniscient, and to protect her family, Rosentine must uncover the empire's greatest conspiracy.",https://cdn.myanimelist.net/images/manga/1/264819.jpg,8.06,Unknown,"May  4, 2021 to ?","Fantasy, Romance",https://myanimelist.net/manga/149266/Secret_Lady
74,The Broken Ring: This Marriage Will Fail Anyway,"Nobody understands why the brilliant six-year-old Inés Valeztena de Perez picked Cárcel Escalante de Esposa as her fiancé. Considering her family's high status, she could have easily married the crown prince and led an outstanding life as the empress. Cárcel grew up believing that Inés loved him deeply, despite her eerily emotionless demeanor and understated style. But, put in a difficult position against his will, he harbored no affection for such a dull person and instead turned to countless other women behind her back.Cárcel's whole reality crumbles when Inés catches him in the act—because she does not care whatsoever. She intends to turn a blind eye to his infidelity even after tying the knot, which leaves Cárcel in complete disbelief. Inés' indifference ignites a perverse desire inside Cárcel, and he abruptly loses interest in everyone else. However, there is a reason behind each of Inés' actions, and it all started when she took her own life for the very first time.",https://cdn.myanimelist.net/images/manga/1/272132.jpg,8.06,Unknown,"Nov  2, 2022 to ?","Drama, Fantasy, Romance, Time Travel",https://myanimelist.net/manga/153322/The_Broken_Ring__This_Marriage_Will_Fail_Anyway
75,The Spark in Your Eyes,"The Goddess of the Sun once descended from the heavens to grant humans life through fire. Today, she is revered as the protector of knights, ensuring their victory. In the Mormeratta Kingdom, Hildegar Aelius, a mysterious woman blessed with the deity's powers, once led a war that brought the North to its knees. But now, Hildegar bears a cruel curse: when night falls, her body burns in excruciating pain.Desperate for a remedy and eager for privacy, Hildegar's closest aides seek a healer who can treat her without meeting her. Fate brings them to Erkin, a kind Northern pharmacist whose parents Hildegar killed in the war. His rare knowledge provides temporary relief, leading Hildegar to summon him to her castle to find a permanent cure. Still, Erkin remains unaware that his secretive patient is his parents' ruthless murderer.After Hildegar spilled rivers of Northerners' blood, her life now rests in the hands of one. Drawn to something familiar in Erkin's gaze, Hildegar approaches him disguised as a handmaiden named ""Kaya."" But in doing so, she risks realizing the true cost of her actions and the depth of Erkin's inextinguishable desire for revenge.",https://cdn.myanimelist.net/images/manga/2/262618.jpg,8.05,Unknown,"Jun  12, 2020 to ?","Drama, Fantasy, Romance",https://myanimelist.net/manga/147986/The_Spark_in_Your_Eyes
76,About Death,"In a place between somewhere and nowhere, a man who calls himself ""God"" awaits people on the verge of death. He meets the good, the bad, and everyone in between, and allows them to reflect on their lives. Some require comfort, while others repent or regret their actions. God provides a fair judgment to all before they can pass on to the other side.Life waits for no one. Still, people take living for granted while they are still in this world. But all men must die when their time comes. Philosophical and thought-provoking,About Deathlooks into concepts of life and death through the various experiences of dying people and their individual encounters with God.",https://cdn.myanimelist.net/images/manga/2/89293.jpg,8.05,27,"Sep  5, 2012 to Feb  20, 2013","Slice of Life, Supernatural, Psychological",https://myanimelist.net/manga/50027/About_Death
